#,phrase,label,sentiment
1597,command nourriture arrivée,2,colere
1598,colocataire laisser tonn vaissell fois,2,colere
1599,command ligne être livrer mauvais,2,colere
1600,colère contre meilleur venir,2,colere
1601,marre respecter distance sécurité temps,2,colere
1602,vien compte vol être annuler savoir trop tard réorganiser,2,colere
1603,voisin laisse traîner ordure pu,2,colere
1604,pann presser haut point,2,colere
1605,machine laver tomber pann vêtement,2,colere
1606,frère prendre chargeur goutt déborder vase,2,colere
1607,acheter jean déchiré mettre rogner,2,colere
1608,salle sport débité compte annuler nerf,2,colere
1609,voisin fête bruyant,2,colere
1610,commande pizza arriver fromage spécifier mettre,2,colere
1611,perdu portefeuill carte,2,colere
1612,heure bus jamais inadmissible,2,colere
1613,commander hamburger cornichon mis compliquer command,2,colere
1614,réparateur venir laisser mettre bon,2,colere
1615,supporte prof donner tonne devoir rien faire vier,2,colere
1616,cours lign préférerai coincer embouteillage heure,2,colere
1617,examen comprend passer prouver intelligence,2,colere
1618,élève poser question inutile gagner temps classe rendre dingue,2,colere
1619,prof savoir expliquer clairement chose demande,2,colere
1620,groupe travail rien devoir faire,2,colere
1621,parent mêler critiquer constamment enseignant,2,colere
1622,élève tricher examen sortir problèm,2,colere
1623,prof donner note arbitraire expliquer,2,colere
1624,élève moquer sentir supérieur,2,colere
1625,cours insupportable,2,colere
1626,prof donner devoir vraiment injuste,2,colere
1627,élève arrêt cours empêcher,2,colere
1628,prof respecter horaire rester classe mettre,2,colere
1629,élève vanter note moquer furieux,2,colere
1630,prof obliger participer activité inutile ennuyeux,2,colere
1631,élève respecter règle perturber constamment cours,2,colere
1632,prof prendre compte difficulté mettre pression,2,colere
1633,élève aucun effort plaindre,2,colere
1634,prof donner conseil inutile aider vraiment,2,colere
1635,élève passer temps critiquer semer zizanie,2,colere
1636,prof remarque désobligeant démotiver,2,colere
1637,élève respecter enseignant interrompre arrêt,2,colere
1638,prof jamais satisfaire pousser bout,2,colere
1639,élève prendre responsabilité rejeter faute,2,colere
1640,prof travailler sujet inintéressant dingue,2,colere
1641,élève croire permettre respectent furieux,2,colere
1642,prof passer heure étudier chose servir jamais,2,colere
1643,élève moquer prof mettre rogner,2,colere
1644,prof besoin ignorer,2,colere
1645,élève aucun effort coin,2,colere
1646,prof perdre temps exercice,2,colere
1647,élève prendre cours sérieux gâcher,2,colere
1648,prof mettre pression réussir laisser respirer,2,colere
1649,élève respecter consigner,2,colere
1650,prof remarque blessant rabaisser,2,colere
1651,élève jamais content plaindre arrêt,2,colere
1652,prof obligent faire chose conviction,2,colere
1653,élève savoir travailler équipe mettre,2,colere
1654,prof passer examen injuste laisser aucun chance,2,colere
1655,élève respecter croire,2,colere
1656,prof promesse tenir jamais,2,colere
1657,élève jamais satisfaire chercher obtenir,2,colere
1658,comprend frustration exaspération face traduction phras phras français correct,2,colere
1659,croire produit,2,colere
1660,fatiguer,2,colere
1661,ressaisir comporter correctement,2,colere
1662,jour jour,2,colere
1663,dire bon donne envie crier,2,colere
1664,ras bol situation ridicule,2,colere
1665,sai endurer craquer sai supporter perdre complètement,2,colere
1666,absolument exaspérant,2,colere
1667,supporte agir mettre supporte agir mettre,2,colere
1668,fatiguer devoir affronter absurditer fatiguer devoir faire face absurditer,2,colere
1669,dire soucie fou,2,colere
1670,commencer décrir poindre agacer commencer décrir poindre agacer,2,colere
1671,travers envie crier,2,colere
1672,goutte déborder vase,2,colere
1673,absurdité absurditer,2,colere
1674,frustrer situation ensembl,2,colere
1675,rien passer falloir point rien passer falloir point,2,colere
1676,sai passer dernier donne sérieusement envier cheveux,2,colere
1677,,2,colere
1678,difficile temps compliquer permanence,2,colere
1679,marre absurdité veux,2,colere
1680,bout rouleau bout,2,colere
1681,rien jamais poindre rien jamais point,2,colere
1682,croire doiv affronter,2,colere
1683,exaspérant donne envie crier plein poumon,2,colere
1684,frustrant,2,colere
1685,fatiguer devoir affronter absurdité jour fatiguer devoir affronter absurdité jour,2,colere
1686,dire bon sens fou,2,colere
1687,commencer décrir poindre colèr commencer décrir poindre colèr,2,colere
1688,travers veux frapper mur,2,colere
1689,absurdité absurditer,2,colere
1690,rien passer falloir point rien passer falloir point,2,colere
1691,marre absurdité veux cesse,2,colere
1692,bout bout,2,colere
1693,rien jamais bien point rien jamais bien point,2,colere
1694,fois confronté merd,2,colere
1695,monde comporte abrutir sérieux,2,colere
1696,marre merd pourrir croire capable bouger cul point péter putain,2,colere
1697,ras bol putain situation foutre rogner,2,colere
1698,foutre boule devoir supporter connerie complètement mettre sérieux,2,colere
1699,vraiment pompon fois,2,colere
1700,problèm abrutir mettre voir point comporter sérieux,2,colere
1701,marre devoir supporter merde devenu vrai péter doigt envoyer,2,colere
1702,ras cul putain ambiant,2,colere
1703,foutre rogner voir point comporter sérieux,2,colere
1704,situation complètement dingue,2,colere
1705,nerf pelote cause putain situation,2,colere
1706,dingue devoir gérer merd complètement foutre bord crise putain,2,colere
1707,marre devoir subir connerie stupide péter point,2,colere
1708,bout cause merd finit vraiment abrutir mettre sérieux,2,colere
1709,mettre rogner voir point comporter putain,2,colere
1710,marre merd pourrir vraiment trop foutre envie envoyer,2,colere
1711,foutre nerf devoir faire face putain vraiment sérieux,2,colere
1712,rage voir point mettre putain,2,colere
1713,merd complètement fou,2,colere
1714,marre putain situation mettre vraiment débile foutre poindre envoyer,2,colere
1715,dingue voir point comporter putain,2,colere
1716,connard coupe rout,2,colere
1717,mec conduire gros merde,2,colere
1718,marre bouchon merd matin,2,colere
1719,chauffard griller feux rouge péter câbl,2,colere
1720,abrutir klaxonner foutre,2,colere
1721,chauffard rouler excès vitesse mettre putain rage,2,colere
1722,conducteur utilise téléphone volant,2,colere
1723,enfoirer respecter prioriter bouillir colèr,2,colere
1724,imbécile doubler clignotant mettre putain rage,2,colere
1725,connard garer foutre boul,2,colere
1726,mettre zigzaguer voiture débile,2,colere
1727,abrutir respecter piéton hurler rage,2,colere
1728,bus merd,2,colere
1729,enfoirer queue poisson péter plomb,2,colere
1730,incivilité transport commun mettre,2,colere
1731,gros porc prendre place métro rendre dingue,2,colere
1732,connard écouter musiqu fond bus péter câbl,2,colere
1733,retard train véritable torture,2,colere
1734,enfoirer cracher terre mettre putain rage,2,colere
1735,odeur nauséabond transport commun donner envie gerber,2,colere
1736,gros con bousculer monde monter bus dingue,2,colere
1737,grève incessant transport commun mettre putain colèr,2,colere
1738,tarif exorbitant péage péter câbl,2,colere
1739,chauffeur taxi refuser prendre course rendre fou,2,colere
1740,enculer déposer sac sièg côté donne envie étrangler écharp,2,colere
1741,retard avion hurler rage,2,colere
1742,contrôleur chier ticket non composter mettre,2,colere
1743,embouteillage monstre péter câbl,2,colere
1744,enculer respecter place handicaper rendre dingue,2,colere
1745,chauffeur camion rouler voie gauche hurler rage,2,colere
1746,radar automatique flasher bout champ mettre putain rage,2,colere
1747,traval interminable rout rendre fou,2,colere
1748,gros con conduire état péter câbl,2,colere
1749,motard slaloment voiture tarer rendre dingue,2,colere
1750,radin refuser payer part mettre putain colèr,2,colere
1751,chauffard mettre clignoter hurler rage,2,colere
1752,enfoirer respecter distance sécurité rendre fou,2,colere
1753,parking payant prix exorbitant mettre,2,colere
1754,piéter traverser péter câbl,2,colere
1755,enculer jeter mégot cigarette fenêtre voiture hurler rage,2,colere
1756,chauffeur boire mettre putain colèr,2,colere
1757,camion déverser chargement rout rien ramasser rendre dingue,2,colere
1758,enculer klaxonner tarer matin mettre,2,colere
1759,passager propagent transport commun collent haleine chacal donne envie vomir,2,colere
1760,feux rouge passer rouge arrive péter câbl,2,colere
1761,enfoirer respecter limitation vitesse rendre fou,2,colere
1762,conducteur couper route queue poisson mettre putain rage,2,colere
1763,flic coller amende dépassemer vitesse péter câbl,2,colere
1764,enculer savoir utiliser rendre dingue,2,colere
1765,automobiliste voler place parking nez mettre putain colèr,2,colere
1766,réunion merd sert rien,2,colere
1767,patron péter câbl exigence débile,2,colere
1768,marre collègu pu gueul journée,2,colere
1769,charge travail insensé dingue,2,colere
1770,connard collègue plaindre mettre,2,colere
1771,réunion interminable décider rien hurler rage,2,colere
1772,système informatique plante temps donne envie détruir,2,colere
1773,machine café fonctionner jamais fou,2,colere
1774,abrutir téléphoner lieu foutre boul,2,colere
1775,retard collègue attendre donne envie traîner cheveu sortie,2,colere
1776,paperasse administratif finir mettre putain colèr,2,colere
1777,bureau climatisation être dingue,2,colere
1778,marre collègu joue chef aucun compétence,2,colere
1779,politique favoriser favoritisme péter câbl,2,colere
1780,enfoiré collègue manger bruyamment mettre,2,colere
1781,manqu reconnaissance travail acharné donne envie envoyer valser,2,colere
1782,politique strict fou,2,colere
1783,marre collègu chuchote ragot monde,2,colere
1784,machine café dégueul brûlant hurler rage,2,colere
1785,connard supérieur comprendre rien travail mettre,2,colere
1786,politique réduction budget empêcher ressource nécessaire donne envier casser,2,colere
1787,bruit incesser space dingue,2,colere
1788,marre collègu mange ongle côté,2,colere
1789,machine photocopier bloqu arrêt péter câbl,2,colere
1790,enfoiré collègue nettoient jamais mug mettre,2,colere
1791,manqu professionnel effort donne envier foutr,2,colere
1792,lumière blafard bureau fou,2,colere
1793,marre collègu péter longueur journée soucier,2,colere
1794,réunion fin prendre aucun décision hurler rage,2,colere
1795,connard supérieur donner tâche mettre,2,colere
1796,machine café sert mixture imbuvable donne envie détruir,2,colere
1797,collègue joue patron donnant ordre mond dingue,2,colere
1798,marre politique horaire tenir compte vie personnel,2,colere
1799,cafétéria sert nourriture dégueulasse péter câbl,2,colere
1800,enfoiré collègue volent fourniture mettre,2,colere
1801,manqu reconnaissance part supérieur donne envie envoyer valser,2,colere
1802,politique favoriser relation personnel compétence fou,2,colere
1803,marre collègu raconter réalisation insignifiant,2,colere
1804,machine imprimer bloqu fois besoin hurler rage,2,colere
1805,connard supérieur surcharger tâche impossible réaliser mettre,2,colere
1806,politique congé donne envier foutr,2,colere
1807,collègue mâch bruyamment journer dingue,2,colere
1808,marre politique confidentialité absurde empêcher partager information utile,2,colere
1809,machine scanner déform document péter câbl,2,colere
1810,enfoiré collègue lavent jamais tass mettre,2,colere
1811,manqu communication donne envie démolir,2,colere
1812,politique gestion conflit consister ignorer problème fou,2,colere
1813,marre collègu laisse téléphoner sonner fond réunion,2,colere
1814,machine café distribue chaude hurler rage,2,colere
1815,connard supérieur donner objectif mettre,2,colere
1816,politicien prendre con promesse carton,2,colere
1817,corrompu mettre plein poche détriment peuple mettre,2,colere
1818,marre discour merd politicien contredire permanence,2,colere
1819,loi absurde restreindre liberter hurler rage,2,colere
1820,enfoiré politicien élir promettre changement perpétuer système rendre dingue,2,colere
1821,débat politique stérile mettre,2,colere
1822,corruption généraliser gangrène politique donne envie détruir,2,colere
1823,marre politicien jouer moralisateur cadavre placard,2,colere
1824,hypocrisie politique guerre caméra serrer main coulisse péter câbl,2,colere
1825,connard politicien prendre mouter manipuler discour bien mettre,2,colere
1826,décision politique peuple donner envie casser,2,colere
1827,politicien remplir poche peuple fou,2,colere
1828,marre débat politique couper parole laisser,2,colere
1829,classe politique déconnecter réaliter hurler rage,2,colere
1830,enfoiré politicien promesse campagne oublier foi mettre,2,colere
1831,politisation outranc devenir enjeu partisan donne envie vomir,2,colere
1832,discours politique formater vouloir rien rendre dingue,2,colere
1833,marre politicien croire loi échapper sanction,2,colere
1834,politique division opposer citoyen péter câbl,2,colere
1835,connard politicien passer temps réseal mettre,2,colere
1836,compromis politique sacrifient général donner envier détruir,2,colere
1837,classe politique élitiste méprise peuple fou,2,colere
1838,marre politicien penser faire réélire foutre,2,colere
1839,politisation excessif gest interpréter clivage politique hurler rage,2,colere
1840,enfoiré politicien dédouaner responsabiliter rejeter faute mettre,2,colere
1841,campagne électoral remplie mensonge manipulation donner envier balancer,2,colere
1842,politique favoritism copinage exclure compétence dingue,2,colere
1843,marre politicien passer temps donner médaille,2,colere
1844,politique répression surveillance excessif péter câbl,2,colere
1845,connard politicien tenir jamais mettre,2,colere
1846,connard bousculer rayon mettre,2,colere
1847,file interminable caisse rendre dingue,2,colere
1848,marre client croire monde prendre temps vendeur,2,colere
1849,prix exorbitant produire frais hurler rage,2,colere
1850,enfoirer couper fil croire mettre,2,colere
1851,concert écraser foul donne envie casser,2,colere
1852,tarer gueuler oreille fou,2,colere
1853,marre groupie hystérique pousser griffer attraper putain baguette batteur,2,colere
1854,prix exorbitant billet concert péter câbl,2,colere
1855,connard piétiner pied concert mettre,2,colere
1856,vendeur marcher vendre fruit donne envie détruir,2,colere
1857,bousculade marcher monde rue meilleur dingue,2,colere
1858,marre arnaque marcher vendre légume pourrir prix,2,colere
1859,vendeur hurler attirer attention hurler rage,2,colere
1860,enfoirer voler panier mettre,2,colere
1861,concert voler sac donne envie saccager,2,colere
1862,groupie histérique griffer tirer cheveux attraper putain fou,2,colere
1863,marre prix exorbitant groupe péter câbl,2,colere
1864,concert écraser contre barrière hurler rage,2,colere
1865,connard pousser foul mettre,2,colere
1866,vendeur refilent produire périmer donne envie incendier,2,colere
1867,concert voir rien cause géant mettre fou,2,colere
1868,marre tarer marcher pied foutre rogne,2,colere
1869,vendeur marché prendre pigeon vendre hurler rage,2,colere
1870,enfoirer voler ticket mettre,2,colere
1871,queue interminable acheter produit préférer donne envie casser,2,colere
1872,concert cracher tarer pensent gest fou,2,colere
1873,marre musicien annulent concert dernier moment aucun excus foutre rogner,2,colere
1874,vendeur marcher vendre légume flétri péter câbl,2,colere
1875,connard voisin piquent place parking mettre,2,colere
1876,concert écraser contre barrière crie donne envie détruir,2,colere
1877,vendeur prendre haut merde fou,2,colere
1878,marre musicien jouer playback concert croire chanter foutre rogne,2,colere
1879,prix exorbitant merchandising groupe hurler rage,2,colere
1880,enfoirer vendeur refilent produire contrefait mauvais qualité mettre,2,colere
1881,pousser marchent pied concert donne envie balancer,2,colere
1882,concert voler portefeuille fou,2,colere
1883,marre vendeur marcher vendre produire génétiquement modifier foutre rogne,2,colere
